method,query_id,question_type,primary_category,primary_mclsf,gold_document_count,gold_chunk_count,retrieved_count,latency_ms,chunk_hit@1,chunk_hit@3,chunk_hit@5,chunk_hit@10,chunk_recall@5,chunk_recall@10,chunk_mrr,document_hit@1,document_hit@3,document_hit@5,document_hit@10,document_mrr
Chroma SVD,oy_eval_repair_q0035,support_content,일자리,창업,1,4,10,93.17380003631115,0.0,0.0,0.0,1.0,0.0,0.25,0.125,0.0,0.0,0.0,1.0,0.125
Chroma SVD,oy_eval_repair_q0037,support_content,복지문화,문화활동,2,15,10,94.78990000206977,1.0,1.0,1.0,1.0,0.13333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0038,eligibility,복지문화,건강,2,15,10,83.80580000812188,1.0,1.0,1.0,1.0,0.2,0.4,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0039,application_method,복지문화,예술인지원,1,3,10,87.69559999927878,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0042,specific_policy_search,복지문화,건강,1,3,10,97.684099979233,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0043,support_content,복지문화,예술인지원,1,5,10,84.13500001188368,1.0,1.0,1.0,1.0,0.2,0.4,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0045,required_documents,복지문화,문화활동,1,3,10,90.12199996504933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0047,specific_policy_search,복지문화,예술인지원,1,2,10,98.44400000292808,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
Chroma SVD,oy_eval_repair_q0054,application_method,복지문화,건강,1,2,10,85.83250001538545,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5
Chroma SVD,oy_eval_repair_q0056,specific_policy_search,주거,주택 및 거주지,1,3,10,84.42400000058115,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,1.0,0.1111111111111111
Chroma SVD,oy_eval_repair_q0066,eligibility,주거,전월세 및 주거급여 지원,1,4,10,87.80420001130551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chroma SVD,oy_eval_repair_q0072,support_content,교육,교육비지원,1,5,10,106.61900002742186,1.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0073,eligibility,교육,온라인교육,1,10,10,92.54420001525432,1.0,1.0,1.0,1.0,0.2,0.3,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0074,application_method,교육,미래역량강화,1,4,10,88.14949996303767,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0075,application_period,교육,온라인교육,1,5,10,96.78309998707846,1.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0076,required_documents,교육,미래역량강화,1,5,10,91.91389998886734,0.0,0.0,0.0,1.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.0,1.0,0.16666666666666666
Chroma SVD,oy_eval_repair_q0077,specific_policy_search,교육,교육비지원,1,5,10,79.21489997534081,1.0,1.0,1.0,1.0,0.4,0.8,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0080,application_method,교육,교육비지원,2,10,10,83.91929999925196,1.0,1.0,1.0,1.0,0.2,0.4,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0082,required_documents,교육,미래역량강화,1,8,10,87.67789998091757,1.0,1.0,1.0,1.0,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0085,application_method,교육,미래역량강화,1,4,10,81.83260000078008,1.0,1.0,1.0,1.0,0.5,0.75,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0089,application_period,참여권리,권익보호,1,2,10,99.0305999876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0099,application_period,참여권리,정책인프라구축,1,3,10,92.65860001323745,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_repair_q0100,required_documents,참여권리,청년국제교류,1,3,10,86.65700000710785,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_v2r_q0002,support_content,일자리,창업,1,3,10,88.44670001417398,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.0,1.0,1.0,1.0,0.5
Chroma SVD,oy_eval_v2r_q0003,eligibility,일자리,재직자,1,5,10,91.67409996734932,1.0,1.0,1.0,1.0,0.4,0.6,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_v2r_q0004,application_method,일자리,창업,1,4,10,100.0110000022687,0.0,0.0,0.0,1.0,0.0,0.25,0.16666666666666666,0.0,0.0,0.0,1.0,0.16666666666666666
Chroma SVD,oy_eval_v2r_q0005,required_documents,일자리,재직자,1,3,10,98.13820000272244,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_v2r_q0015,eligibility,일자리,창업,1,5,10,85.26640001218766,1.0,1.0,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_v2r_q0017,application_period,일자리,창업,1,3,10,93.49350002594292,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_v2r_q0025,support_content,일자리,창업,1,3,10,97.94940002029762,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_v2r_q0026,eligibility,일자리,취업,1,3,10,90.50990000832826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chroma SVD,oy_eval_v2r_q0064,specific_policy_search,주거,기숙사,1,3,10,95.75630002655089,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_v2r_q0078,support_content,교육,온라인교육,1,4,10,91.312000004109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chroma SVD,oy_eval_v2r_q0086,specific_policy_search,참여권리,청년참여,1,7,10,89.85970000503585,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.1111111111111111,0.0,0.0,0.0,1.0,0.1111111111111111
Chroma SVD,oy_eval_v2r_q0090,required_documents,참여권리,청년참여,1,6,10,95.77539999736473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chroma SVD,oy_eval_v2r_q0094,application_period,참여권리,청년참여,1,4,10,83.99149996694177,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chroma SVD,oy_eval_v2r_q0098,application_method,참여권리,청년참여,1,4,10,90.1620999793522,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0
