document_id,plcyNo,plcyNm,lclsfNm,mclsfNm,plcyKywdNm,primary_category,primary_mclsf,unknown_lclsf_tokens,unknown_mclsf_tokens,unknown_keyword_tokens,normalization_status
ontong_youth_20240305005400200002,20240305005400200002,포천청년 키움옷장,,,,UNKNOWN,UNKNOWN,[],[],[],CHECK
